Link,Timestamp
https://jindal.utdallas.edu/news/researcher-honors-his-father-though-his-healthcare-work/,2025-04-17T15:47:34.485760
https://jindal.utdallas.edu/student-resources/tech-support/#laptop,2025-04-17T15:47:34.485767
https://jindal.utdallas.edu/calendar,2025-04-17T15:47:34.485775
https://jindal.utdallas.edu/consortium-online-graduate-business-education/,2025-04-17T15:47:34.485781
https://jindal.utdallas.edu/events/asba2024/,2025-04-17T15:47:34.485788
https://jindal.utdallas.edu/48313019426274&instance=48313022622071,2025-04-17T15:47:34.485794
https://jindal.utdallas.edu/jindal/49216713327641&instance=49216724999947,2025-04-17T15:47:34.485800
https://jindal.utdallas.edu/centers-of-excellence/icdria/advisory-board-affiliates/,2025-04-17T15:47:34.485807
https://jindal.utdallas.edu/advising/new-students-information/,2025-04-17T15:47:34.485815
https://jindal.utdallas.edu/centers-of-excellence/citm/#content,2025-04-17T15:47:34.485822
https://jindal.utdallas.edu/48527502735766&instance=49410038064225,2025-04-17T15:47:34.485829
https://jindal.utdallas.edu/centers-of-excellence/iecg/newsroom/,2025-04-17T15:47:34.485835
https://jindal.utdallas.edu/news/phi-beta-lambda-turns-in-strong-performance-at-texas-state-leadership-conference/,2025-04-17T15:47:34.485992
https://jindal.utdallas.edu/jindal/49172084505864&instance=49172087913301,2025-04-17T15:47:34.486002
https://jindal.utdallas.edu/news/winning-app-launches-jsom-student-as-an-augmented-reality-entrepreneur/,2025-04-17T15:47:34.486008
https://jindal.utdallas.edu/career-management-center/contact-us/,2025-04-17T15:47:34.486019
https://jindal.utdallas.edu/news/real-estate-event-describes-evolving-industry-pre-and-postpandemic/,2025-04-17T15:47:34.486025
https://jindal.utdallas.edu/jindal/46332742735074&instance=48686047934412,2025-04-17T15:47:34.486032
https://jindal.utdallas.edu/news/healthcare-seminar-focuses-on-challenges-of-reining-in-healthcare-costs/,2025-04-17T15:47:34.486040
https://jindal.utdallas.edu/honors-programs/nash-leaders-program/,2025-04-17T15:47:34.486048
https://jindal.utdallas.edu/ms-accounting-faq,2025-04-17T15:47:34.486059
https://jindal.utdallas.edu/student-resources/scholarships/texas-business-hall-of-fame/,2025-04-17T15:47:34.486065
https://jindal.utdallas.edu/ms-finance-faq,2025-04-17T15:47:34.486072
https://jindal.utdallas.edu/jindal/phd-resource-articles/,2025-04-17T15:47:34.486078
https://jindal.utdallas.edu/news/study-from-jindal-school-researchers-finds-telemedicine-affects-clinical-decision-making/,2025-04-17T15:47:34.486084
